tree_id,block_id,created_at,tree_dbh,stump_diam,curb_loc,status,health,spc_latin,spc_common,steward,guards,sidewalk,user_type,problems,root_stone,root_grate,root_other,trunk_wire,trnk_light,trnk_other,brch_light,brch_shoe,brch_other,address,postcode,zip_city,community board,borocode,borough,cncldist,st_assem,st_senate,nta,nta_name,boro_ct,state,latitude,longitude,x_sp,y_sp,council district,census tract,bin,bbl
182264,206913,08/28/2015,28,0,OnCurb,Alive,Good,Styphnolobium japonicum,Sophora,1or2,Helpful,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,2950 WEST 35 STREET,11224,Brooklyn,313,3,Brooklyn,47,46,23,BK21,Seagate-Coney Island,3034000,New York,40.57291654,-74.00098899,983975.2492,148005.3956,47,342,3189511,3070460022
178001,410633,08/26/2015,9,0,OnCurb,Alive,Good,Acer platanoides,Norway maple,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,250 KINGHORN STREET,10312,Staten Island,503,5,Staten Island,51,62,24,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,5017600,New York,40.52978381,-74.16570859,938184.8982,132334.676,51,176,5081750,5063570029
178237,308975,08/26/2015,32,0,OnCurb,Alive,Good,Acer platanoides,Norway maple,None,None,Damage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,87-017 75 STREET,11421,Woodhaven,409,4,Queens,30,38,12,QN53,Woodhaven,4000400,New York,40.69015151,-73.866157,1021367.566,190745.5982,30,4,4183054,4089040055
187629,344088,08/29/2015,8,0,OnCurb,Alive,Fair,Acer platanoides,Norway maple,1or2,None,NoDamage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,97-002 CORONA AVENUE,11368,Corona,404,4,Queens,21,39,13,QN25,Corona,4041100,New York,40.74294502,-73.8660454,1021369.102,209979.9128,21,411,4046453,4018800001
162444,301691,08/20/2015,3,0,OnCurb,Alive,Good,Liriodendron tulipifera,tulip-poplar,1or2,None,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,20-033 48 STREET,11105,Astoria,401,4,Queens,22,36,13,QN72,Steinway,4013500,New York,40.77217749,-73.89743132,1012659.532,220618.5057,22,135,4014429,4007620019
170915,312900,08/24/2015,11,0,OnCurb,Alive,Good,Acer platanoides,Norway maple,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,32-006 169 STREET,11358,Flushing,407,4,Queens,19,26,11,QN51,Murray Hill,4114100,New York,40.76849831,-73.79633086,1040665.472,219327.0099,19,1141,4111598,4049290009
200205,406819,09-03-15,11,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,1or2,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,134 ALBERTA AVENUE,10314,Staten Island,502,5,Staten Island,50,63,24,SI05,New Springville-Bloomfield-Travis,5029102,New York,40.58836456,-74.1886227,931861.0044,153689.8971,50,29102,5135168,5026430024
174048,206305,08/25/2015,9,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,None,Damage,TreesCount Staff,"Stones,BranchLights",Yes,No,No,No,No,No,Yes,No,No,7104 18 AVENUE,11204,Brooklyn,311,3,Brooklyn,43,49,22,BK28,Bensonhurst West,3026400,New York,40.61561939,-73.99384165,985959.7528,163563.1887,43,264,3157885,3061820041
203967,415531,09-05-15,5,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,1or2,None,NoDamage,Volunteer,RootOther,No,No,Yes,No,No,No,No,No,No,293 BARBARA STREET,10306,Staten Island,503,5,Staten Island,50,62,24,SI25,Oakwood-Oakwood Beach,5013800,New York,40.56962266,-74.13854027,945760.3319,146835.7914,50,138,5095509,5044290001
190377,107601,08/30/2015,7,0,OnCurb,Alive,Fair,Pyrus calleryana,Callery pear,3or4,Helpful,Damage,Volunteer,BranchOther,No,No,No,No,No,No,No,No,Yes,1300 3 AVENUE,10021,New York,108,1,Manhattan,4,73,28,MN40,Upper East Side-Carnegie Hill,1012800,New York,40.77160911,-73.95939435,995497.0746,220397.4021,4,128,1043090,1014090040
198184,210463,09-02-15,5,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1730 EAST 7 STREET,11223,Brooklyn,315,3,Brooklyn,44,45,22,BK25,Homecrest,3042000,New York,40.6085261,-73.96616266,993645.3181,160980.6732,44,420,3176130,3066380026
198166,411848,09-02-15,7,0,OffsetFromCurb,Alive,Good,Pyrus calleryana,Callery pear,None,None,Damage,TreesCount Staff,BranchLights,No,No,No,No,No,No,Yes,No,No,162 HEENAN AVENUE,10312,Staten Island,503,5,Staten Island,51,62,24,SI48,Arden Heights,5017009,New York,40.54164762,-74.18786422,932035.1651,136669.3616,51,17009,5154026,5062990031
204417,204935,09-05-15,6,0,OffsetFromCurb,Alive,Good,Pyrus calleryana,Callery pear,1or2,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,2441 HARWAY AVENUE,11214,Brooklyn,311,3,Brooklyn,47,47,23,BK29,Bensonhurst East,3030400,New York,40.59337939,-73.99340376,986081.936,155460.592,47,304,3186627,3068920003
204418,204935,09-05-15,6,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,1or2,None,Damage,TreesCount Staff,"Stones,BranchLights",Yes,No,No,No,No,No,Yes,No,No,2435 HARWAY AVENUE,11214,Brooklyn,311,3,Brooklyn,47,47,23,BK29,Bensonhurst East,3030400,New York,40.59357857,-73.99378974,985974.7341,155533.1513,47,304,3186628,3068920007
190177,410272,08/30/2015,9,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,34 CASE AVENUE,10309,Staten Island,503,5,Staten Island,51,62,24,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,5019800,New York,40.51732552,-74.19518295,929981.2634,127812.7224,51,198,5082762,5066700050
190196,410273,08/30/2015,15,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,None,NoDamage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,38 KEATING STREET,10309,Staten Island,503,5,Staten Island,51,62,24,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,5019800,New York,40.51810424,-74.19551987,929888.2186,128096.6353,51,198,5104493,5066700035
209094,503966,09-08-15,11,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,3or4,Helpful,Damage,TreesCount Staff,"Stones,BranchOther",Yes,No,No,No,No,No,No,No,Yes,1616 GRAND AVENUE,10452,Bronx,205,2,Bronx,14,77,29,BX36,University Heights-Morris Heights,2021700,New York,40.84658065,-73.91594409,1007505.845,247720.748,14,217,2101324,2028650162
192250,310418,08/31/2015,6,0,OnCurb,Alive,Poor,Tilia tomentosa,silver linden,None,None,Damage,TreesCount Staff,WiresRope,No,No,No,Yes,No,No,No,No,No,80-040 LEFFERTS BOULEVARD,11415,Kew Gardens,409,4,Queens,29,27,14,QN60,Kew Gardens,4077500,New York,40.70984798,-73.82898972,1031660.838,197939.532,29,775,4080122,4033530059
203345,412061,09-04-15,15,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,None,Damage,TreesCount Staff,BranchLights,No,No,No,No,No,No,Yes,No,No,7 QUEENSDALE STREET,10309,Staten Island,503,5,Staten Island,51,62,24,SI32,Rossville-Woodrow,5020804,New York,40.52848799,-74.19948556,928794.2267,131882.153,51,20804,5083963,5068550001
175283,104067,08/25/2015,4,0,OnCurb,Alive,Good,Acer platanoides,Norway maple,1or2,Helpful,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,549 WEST 54 STREET,10019,New York,104,1,Manhattan,3,67,27,MN15,Clinton,1013500,New York,40.76808416,-73.99225614,986395.0315,219110.633,6,135,1027057,1010830001
188328,340739,08/30/2015,7,0,OnCurb,Alive,Poor,Acer platanoides,Norway maple,None,None,NoDamage,Volunteer,"RootOther,TrunkOther,BranchOther",No,No,Yes,No,No,Yes,No,No,Yes,37-006 72 STREET,11372,Jackson Heights,403,4,Queens,25,39,16,QN28,Jackson Heights,4029100,New York,40.74841098,-73.894002,1013619.863,211960.7244,25,291,4029761,4012820185
159650,315041,08/19/2015,4,0,OnCurb,Alive,Good,Acer platanoides,Norway maple,None,None,NoDamage,Volunteer,"Stones,TrunkOther,BranchLights",Yes,No,No,No,No,Yes,Yes,No,No,125-015 14 AVENUE,11356,College Point,407,4,Queens,19,27,11,QN23,College Point,4094700,New York,40.78532206,-73.84240573,1027891.92,225430.1433,19,947,4097026,4040010003
145912,341366,08/15/2015,7,0,OnCurb,Alive,Good,Acer platanoides,Norway maple,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,32-004 82 STREET,11370,East Elmhurst,403,4,Queens,25,34,13,QN28,Jackson Heights,4032700,New York,40.75742773,-73.88576718,1015897.276,215248.6841,25,327,4026928,4011770011
172318,339276,08/24/2015,17,0,OnCurb,Alive,Fair,Acer platanoides,Norway maple,None,None,NoDamage,TreesCount Staff,"Stones,BranchLights,BranchOther",Yes,No,No,No,No,No,Yes,No,Yes,31-021 DWIGHT AVENUE,11691,Far Rockaway,414,4,Queens,31,31,10,QN15,Far Rockaway-Bayswater,4100802,New York,40.60067263,-73.76723764,1048886.623,158203.5121,31,100802,4300845,4157420189
178493,321695,08/26/2015,10,0,OnCurb,Alive,Good,Acer platanoides,Norway maple,None,None,NoDamage,Volunteer,BranchLights,No,No,No,No,No,No,Yes,No,No,51-004 248 STREET,11362,Little Neck,411,4,Queens,19,26,11,QN45,Douglas Manor-Douglaston-Little Neck,4150701,New York,40.76186626,-73.73603575,1057374.193,216955.3257,19,150701,4170585,4082100019
195571,510463,09-01-15,10,0,OnCurb,Alive,Good,Acer platanoides,Norway maple,1or2,None,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,2938 ZULETTE AVENUE,10461,Bronx,210,2,Bronx,13,82,34,BX52,Schuylerville-Throgs Neck-Edgewater Park,2026400,New York,40.84209556,-73.8314239,1030893.262,246120.3844,13,264,2074640,2053930019
173452,415668,08/25/2015,33,0,OffsetFromCurb,Alive,Fair,Acer platanoides,Norway maple,None,None,Damage,Volunteer,"TrunkOther,BranchLights",No,No,No,No,No,Yes,Yes,No,No,2591 AMBOY ROAD,10306,Staten Island,503,5,Staten Island,50,62,24,SI25,Oakwood-Oakwood Beach,5013800,New York,40.57185183,-74.121545,950483.1312,147640.9193,50,138,5058904,5043080109
191336,224125,08/31/2015,10,0,OnCurb,Alive,Fair,Acer platanoides,Norway maple,None,None,Damage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,67 WOODHULL STREET,11231,Brooklyn,306,3,Brooklyn,39,52,26,BK33,Carroll Gardens-Columbia Street-Red Hook,3006300,New York,40.68119452,-74.00230396,983610.9747,187453.9581,39,63,3005078,3003590045
195946,218944,09-01-15,12,0,OnCurb,Alive,Fair,Acer platanoides,Norway maple,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,110 SOUTH ELLIOTT PLACE,11217,Brooklyn,302,3,Brooklyn,35,57,25,BK68,Fort Greene,3003500,New York,40.68618229,-73.97546825,991053.593,189272.0936,35,35,3059256,3021130043
149488,216296,08/16/2015,14,0,OnCurb,Alive,Fair,Liriodendron tulipifera,tulip-poplar,None,None,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,25 PAIDGE AVENUE,11222,Brooklyn,301,3,Brooklyn,33,50,18,BK76,Greenpoint,3057900,New York,40.73745047,-73.95234853,997455.4149,207953.2833,33,579,3336610,3024910001
172841,228175,08/25/2015,21,0,OnCurb,Alive,Good,Acer platanoides,Norway maple,None,None,Damage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,1447 54 STREET,11219,Brooklyn,312,3,Brooklyn,44,48,17,BK88,Borough Park,3023800,New York,40.630186,-73.99155782,986593.307,168870.244,44,238,3139099,3056710053
186381,505284,08/29/2015,10,0,OnCurb,Alive,Good,Acer platanoides,Norway maple,1or2,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,2080 LA FONTAINE AVENUE,10457,Bronx,206,2,Bronx,15,86,33,BX17,East Tremont,2037504,New York,40.84958242,-73.89255913,1013974.444,248821.4781,15,37504,2114260,2030690017
193094,225564,08/31/2015,10,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,373 PROSPECT AVENUE,11215,Brooklyn,307,3,Brooklyn,38,44,21,BK37,Park Slope-Gowanus,3014900,New York,40.66127251,-73.98594537,988149.3423,180196.1078,39,149,3325217,3011120001
189514,302380,08/30/2015,3,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,20-020 23 STREET,11105,Astoria,401,4,Queens,22,36,13,QN72,Steinway,4010500,New York,40.78290966,-73.91203277,1008611.288,224524.1973,22,105,4019754,4008820060
180294,106100,08/27/2015,12,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,1or2,None,NoDamage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,26 WEST 61 STREET,10023,New York,107,1,Manhattan,3,67,27,MN14,Lincoln Square,1014500,New York,40.77017766,-73.98303059,988950.3384,219873.7253,3,145,1027195,1011137501
180711,348633,08/27/2015,12,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,Damage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,71-017 110 STREET,11375,Forest Hills,406,4,Queens,29,28,16,QN17,Forest Hills,4075702,New York,40.72185073,-73.84123676,1028257.551,202306.1,29,75702,4052567,4022340001
187261,109131,08/29/2015,6,0,OnCurb,Alive,Good,Tilia americana,American linden,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,131 ST NICHOLAS AVENUE,10026,New York,110,1,Manhattan,9,70,30,MN11,Central Harlem South,1021800,New York,40.80393434,-73.95280608,997315.5677,232175.5026,9,218,1058378,1019220041
187263,109131,08/29/2015,6,0,OnCurb,Alive,Fair,Tilia americana,American linden,None,None,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,121 ST NICHOLAS AVENUE,10026,New York,110,1,Manhattan,9,70,30,MN11,Central Harlem South,1021800,New York,40.80378267,-73.95279851,997317.693,232120.2435,9,218,1058377,1019220024
189601,223168,08/30/2015,5,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,1or2,Helpful,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,40 PROSPECT PARK WEST,11215,Brooklyn,306,3,Brooklyn,39,52,21,BK37,Park Slope-Gowanus,3016500,New York,40.66984888,-73.97257729,991857.2302,183321.6009,39,165,3025138,3010750035
162695,227502,08/20/2015,4,0,OnCurb,Alive,Good,Malus,crab apple,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,722 AVENUE N,11230,Brooklyn,312,3,Brooklyn,44,48,22,BK46,Ocean Parkway South,3044200,New York,40.61478835,-73.96658193,993528.0346,163262.1305,44,442,3173868,3065890008
171787,349993,08/24/2015,13,0,OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,17-027 SEAGIRT BOULEVARD,11691,Far Rockaway,414,4,Queens,31,23,15,QN15,Far Rockaway-Bayswater,4101001,New York,40.59512186,-73.75189789,1053152.088,156192.9262,31,101001,4436181,4156380001
145913,341366,08/15/2015,9,0,OnCurb,Alive,Good,Acer platanoides,Norway maple,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,32-002 82 STREET,11370,East Elmhurst,403,4,Queens,25,34,13,QN28,Jackson Heights,4032700,New York,40.7575093,-73.88578194,1015893.15,215278.3992,25,327,4026927,4011770009
190622,210645,08/31/2015,6,0,OnCurb,Alive,Fair,Acer platanoides,Norway maple,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,274 AVENUE X,11223,Brooklyn,315,3,Brooklyn,47,45,23,BK26,Gravesend,3037402,New York,40.590101,-73.97292044,991771.0204,154267.286,47,37402,3337270,3071930001
191337,224125,08/31/2015,10,0,OnCurb,Alive,Fair,Acer platanoides,Norway maple,None,None,Damage,Volunteer,"Stones,BranchOther",Yes,No,No,No,No,No,No,No,Yes,67 WOODHULL STREET,11231,Brooklyn,306,3,Brooklyn,39,52,26,BK33,Carroll Gardens-Columbia Street-Red Hook,3006300,New York,40.68121631,-74.00238256,983589.1755,187461.8981,39,63,3005078,3003590045
164882,301636,08/22/2015,10,0,OnCurb,Alive,Good,Acer platanoides,Norway maple,1or2,None,NoDamage,Volunteer,BranchLights,No,No,No,No,No,No,Yes,No,No,49-018 21 AVENUE,11370,East Elmhurst,401,4,Queens,22,36,13,QN72,Steinway,4013500,New York,40.7700564,-73.89757741,1012619.97,219845.6752,22,135,4021174,4009650006
172838,228175,08/25/2015,22,0,OnCurb,Alive,Good,Acer platanoides,Norway maple,None,None,Damage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,1467 54 STREET,11219,Brooklyn,312,3,Brooklyn,44,48,17,BK88,Borough Park,3023800,New York,40.62990671,-73.99109537,986721.6781,168768.5027,44,238,3139094,3056710046
204053,217965,09-05-15,3,0,OnCurb,Alive,Fair,Tilia tomentosa,silver linden,1or2,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,268 DEVOE STREET,11211,Brooklyn,301,3,Brooklyn,34,53,18,BK90,East Williamsburg,3048100,New York,40.71385547,-73.9397681,1000947.678,199359.0446,34,481,3391340,3029200018
208733,340685,09-07-15,6,0,OnCurb,Alive,Fair,Pyrus calleryana,Callery pear,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,37-006 80 STREET,11372,Jackson Heights,403,4,Queens,25,39,13,QN28,Jackson Heights,4028500,New York,40.7492629,-73.88617689,1015787.636,212273.8265,25,285,4449493,4012900001
201481,338001,09-04-15,9,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,1or2,None,NoDamage,NYC Parks Staff,Stones,Yes,No,No,No,No,No,No,No,No,255 BEACH 131 STREET,11694,Rockaway Park,414,4,Queens,32,23,15,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,4092800,New York,40.57688556,-73.85058442,1025756.564,149486.8051,32,928,4305830,4162650014
179996,216037,08/27/2015,12,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,1or2,None,NoDamage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,169 ECKFORD STREET,11222,Brooklyn,301,3,Brooklyn,33,50,26,BK76,Greenpoint,3057100,New York,40.72527988,-73.94967899,998197.7585,203519.5727,33,571,3066134,3026480017
192289,203626,08/31/2015,12,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,None,NoDamage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,9115 COLONIAL ROAD,11209,Brooklyn,310,3,Brooklyn,43,46,22,BK31,Bay Ridge,3005201,New York,40.62066188,-74.03799246,973702.8826,165402.5269,43,5201,3154610,3060840001
162691,227502,08/20/2015,10,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,702 AVENUE N,11230,Brooklyn,312,3,Brooklyn,44,48,22,BK46,Ocean Parkway South,3044200,New York,40.61472536,-73.96713406,993374.7518,163239.1227,44,442,3253553,3065890001
179203,348557,08/27/2015,4,0,OnCurb,Alive,Fair,Acer platanoides,Norway maple,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,110-033 72 AVENUE,11375,Forest Hills,406,4,Queens,29,28,16,QN17,Forest Hills,4075702,New York,40.72130539,-73.83957849,1028717.57,202108.2563,29,75702,4052576,4022350047
170611,314930,08/24/2015,18,0,OffsetFromCurb,Alive,Fair,Acer platanoides,Norway maple,None,None,NoDamage,Volunteer,TrunkOther,No,No,No,No,No,Yes,No,No,No,14-011 115 STREET,11356,College Point,407,4,Queens,19,27,11,QN23,College Point,4092900,New York,40.78531604,-73.85243355,1025114.966,225423.1122,19,929,4097959,4040500010
163902,208236,08/21/2015,6,0,OnCurb,Alive,Fair,Acer platanoides,Norway maple,None,None,NoDamage,NYC Parks Staff,Stones,Yes,No,No,No,No,No,No,No,No,3205 EMMONS AVENUE,11235,Brooklyn,315,3,Brooklyn,48,41,23,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,3062200,New York,40.58436482,-73.93188582,1003169.514,152183.6452,48,622,3247935,3088070125
162387,230557,08/20/2015,12,0,OnCurb,Alive,Good,Acer platanoides,Norway maple,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,514 EAST 18 STREET,11226,Brooklyn,314,3,Brooklyn,40,42,17,BK42,Flatbush,3051800,New York,40.6385425,-73.96107492,995053.1263,171917.0276,40,518,3119448,3051810040
178506,103412,08/26/2015,10,0,OnCurb,Alive,Good,Acer platanoides,Norway maple,1or2,Helpful,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,27 STUYVESANT STREET,10003,New York,103,1,Manhattan,2,66,27,MN22,East Village,1004000,New York,40.72999096,-73.98829794,987493.2973,205232.1749,2,40,1006782,1004650026
187448,343043,08/29/2015,8,0,OnCurb,Alive,Good,Acer platanoides,Norway maple,1or2,Harmful,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,50-052 96 STREET,11368,Corona,404,4,Queens,21,39,13,QN25,Corona,4044302,New York,40.7404012,-73.86641802,1021267.261,209052.9625,21,44302,4046746,4018870058
169968,227498,08/24/2015,18,0,OnCurb,Alive,Good,Acer platanoides,Norway maple,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,618 AVENUE N,11230,Brooklyn,312,3,Brooklyn,44,48,22,BK46,Ocean Parkway South,3044000,New York,40.61467596,-73.96761588,993240.9879,163221.0735,44,440,3173808,3065880008
186460,505655,08/29/2015,2,0,OnCurb,Alive,Good,Quercus acutissima,sawtooth oak,1or2,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,2508 HUGHES AVENUE,10458,Bronx,206,2,Bronx,15,78,34,BX06,Belmont,2038900,New York,40.85796113,-73.88445607,1016212.197,251877.012,15,389,2012281,2030780047
178185,223402,08/26/2015,8,0,OnCurb,Alive,Good,Acer platanoides,Norway maple,4orMore,Helpful,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,782 PRESIDENT STREET,11215,Brooklyn,306,3,Brooklyn,39,52,20,BK37,Park Slope-Gowanus,3015700,New York,40.67435213,-73.97739122,990521.392,184961.8801,39,157,3020358,3009600020
141319,336960,08/13/2015,13,0,OnCurb,Alive,Fair,Acer platanoides,Norway maple,None,None,NoDamage,TreesCount Staff,BranchLights,No,No,No,No,No,No,Yes,No,No,224-046 EDGEWOOD AVENUE,11413,Springfield Gardens,413,4,Queens,31,29,14,QN66,Laurelton,4068200,New York,40.66732765,-73.75067831,1053415.913,182500.2853,31,682,4283779,4131940006
177968,202538,08/26/2015,6,0,OnCurb,Alive,Fair,Acer platanoides,Norway maple,1or2,Unsure,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,66 BARBEY STREET,11207,Brooklyn,305,3,Brooklyn,37,54,18,BK83,Cypress Hills-City Line,3114600,New York,40.68159159,-73.88984528,1014802.216,187617.8249,37,1146,3086884,3039200023
165685,205967,08/22/2015,28,0,OnCurb,Alive,Good,Acer platanoides,Norway maple,None,None,Damage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,1727 81 STREET,11214,Brooklyn,311,3,Brooklyn,43,49,23,BK28,Bensonhurst West,3027600,New York,40.61093835,-74.00100057,983972.1912,161857.7065,43,276,3163309,3062840072
175462,302389,08/25/2015,3,0,OnCurb,Alive,Fair,Liriodendron tulipifera,tulip-poplar,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,20-053 18 STREET,11105,Astoria,401,4,Queens,22,36,13,QN72,Steinway,4010500,New York,40.78479805,-73.91524289,1007721.624,225211.3265,22,105,4020318,4008940030
165483,348286,08/22/2015,25,0,OnCurb,Alive,Good,Acer platanoides,Norway maple,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,113-001 77 AVENUE,11375,Forest Hills,406,4,Queens,29,27,14,QN17,Forest Hills,4075701,New York,40.71736609,-73.83226394,1030747.849,200676.8457,29,75701,4052803,4022670136
167121,310403,08/22/2015,11,0,OnCurb,Alive,Fair,Acer platanoides,Norway maple,None,None,NoDamage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,83-034 KEW GARDENS ROAD,11415,Kew Gardens,409,4,Queens,29,27,14,QN60,Kew Gardens,4013800,New York,40.71012681,-73.82739421,1032102.976,198041.9859,29,138,,
169378,301572,08/23/2015,9,0,OnCurb,Alive,Fair,Acer platanoides,Norway maple,None,None,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,21-055 71 STREET,11370,East Elmhurst,401,4,Queens,22,36,13,QN72,Steinway,4031700,New York,40.7683863,-73.8980611,1012486.702,219237.0481,22,317,4021246,4009670029
121884,315492,08-05-15,20,0,OnCurb,Alive,Fair,Acer platanoides,Norway maple,None,None,NoDamage,Volunteer,"TrunkOther,BranchLights",No,No,No,No,No,Yes,Yes,No,No,123-006 9 AVENUE,11356,College Point,407,4,Queens,19,27,11,QN23,College Point,4093900,New York,40.78933924,-73.84452964,1027301.159,226892.6841,19,939,4096591,4039670027
178402,321655,08/26/2015,22,0,OnCurb,Alive,Good,Acer platanoides,Norway maple,None,None,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,52-016 248 STREET,11362,Little Neck,411,4,Queens,19,26,11,QN45,Douglas Manor-Douglaston-Little Neck,4150701,New York,40.76076999,-73.73547397,1057531.024,216556.3908,19,150701,4170607,4082110023
144863,213635,08/14/2015,12,0,OnCurb,Alive,Poor,Acer platanoides,Norway maple,None,None,NoDamage,NYC Parks Staff,"Stones,TrunkOther",Yes,No,No,No,No,Yes,No,No,No,24 PAERDEGAT 14 STREET,11236,Brooklyn,318,3,Brooklyn,46,59,19,BK50,Canarsie,3099800,New York,40.62765021,-73.90189217,1011482.935,167961.524,46,998,3228016,3080880014
199777,212254,09-03-15,21,0,OnCurb,Alive,Fair,Acer platanoides,Norway maple,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,3001 FILLMORE AVENUE,11234,Brooklyn,318,3,Brooklyn,46,59,22,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,3063600,New York,40.6087057,-73.93755074,1001589.694,161050.4729,46,636,3238687,3084740010
200403,408850,09-03-15,3,0,OnCurb,Alive,Good,Styphnolobium japonicum,Sophora,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,2024 RICHMOND AVENUE,10314,Staten Island,502,5,Staten Island,50,63,24,SI05,New Springville-Bloomfield-Travis,5027301,New York,40.5981597,-74.1624929,939125.0341,157243.9667,50,29103,5107349,5021000450
185061,505656,08/29/2015,16,0,OnCurb,Alive,Good,Styphnolobium japonicum,Sophora,None,Harmful,NoDamage,Volunteer,MetalGrates,No,Yes,No,No,No,No,No,No,No,4673 PARK AVENUE,10458,Bronx,206,2,Bronx,15,78,33,BX40,Fordham South,2038302,New York,40.85866333,-73.8928645,1013885.913,252129.8947,15,38302,2011230,2030320055
183489,345709,08/28/2015,12,0,OnCurb,Alive,Good,Styphnolobium japonicum,Sophora,None,None,Damage,Volunteer,"RootOther,BranchLights",No,No,Yes,No,No,No,Yes,No,No,2138 HARMAN STREET,11385,Ridgewood,405,4,Queens,30,37,15,QN20,Ridgewood,4059500,New York,40.71098678,-73.90757284,1009874.051,198321.6716,30,595,4434053,4033690030
